TAXA,COMMON_NAME,TREE_TYPE,LAT,LONG,X,Z
prunus serrulata 'kanzan',,deciduous,49.264073,-123.255298,2124.391202902296,-958.3952619673303
prunus serrulata 'kanzan',,deciduous,49.263996,-123.255551,2104.123703895233,-959.5471842769748
prunus serrulata 'kanzan',,deciduous,49.263959,-123.255635,2096.793978889631,-958.8092670746332
malus x domestica,,deciduous,49.263906,-123.255459,2105.296008059882,-947.5665197972138
malus  x domestica,,deciduous,49.263884,-123.25544,2105.3588547920435,-944.7578376931502
malus x domestica,,deciduous,49.263855,-123.255369,2108.388477140064,-939.4758649080845
malus x domestica,,deciduous,49.263794,-123.255515,2095.822516380902,-938.5175556214772
platanus x hispanica,london plane,deciduous,49.263778,-123.255149,2118.4514822719834,-924.369155200239
platanus x hispanica,london plane,deciduous,49.263744,-123.255278,2108.3937280913756,-925.4719615534119
platanus x hispanica,london plane,deciduous,49.26369,-123.255415,2096.772522706719,-924.8901537900132
platanus x hispanica,london plane,deciduous,49.263648,-123.255553,2085.717458490829,-925.5185188421776
platanus x hispanica,london plane,deciduous,49.263551,-123.255797,2064.976473449493,-924.4015999340526
quercus rubra,northern red oak,deciduous,49.26373,-123.256115,2053.986826235957,-952.8711345752016
chamaecyparis pisifera,sawara-cypress,coniferous,49.265013,-123.254373,2233.075802654755,-1018.7033311660201
Prunus serrulata,japanese cherry,deciduous,49.265943,-123.252458,2404.714248805123,-1044.0072280397808
Acer platanoides,norway maple,deciduous,49.26584,-123.252597,2390.391771046554,-1038.6923423560156
chamaecyparis pisifera,sawara-cypress,coniferous,49.265571,-123.252852,2359.912821041116,-1021.099240469509
Acer palmatum,japanese maple,deciduous,49.265601,-123.252856,2361.231915704007,-1024.1762099267494
thuja plicata,pacific red-cedar,coniferous,49.270057,-123.255815,2405.5392622497857,-1562.4842775936681
thuja plicata,pacific red-cedar,coniferous,49.270116,-123.255774,2411.266876081085,-1566.85600521922
Pseudotsuga menziesii,douglas-fir,coniferous,49.270151,-123.255673,2419.5808504407987,-1566.8140279399968
thuja plicata,pacific red-cedar,coniferous,49.270094,-123.25563,2419.343993771588,-1559.7512218793802
thuja plicata,pacific red-cedar,coniferous,49.270061,-123.255624,2417.995422532066,-1556.311628875877
thuja plicata,pacific red-cedar,coniferous,49.270366,-123.254738,2490.8212149157835,-1555.745092032615
thuja plicata,pacific red-cedar,coniferous,49.270394,-123.254665,2496.9722673675406,-1555.9796875459438
thuja plicata,pacific red-cedar,coniferous,49.270396,-123.254646,2498.295507214847,-1555.5226523553483
quercus rubra,northern red oak,deciduous,49.259754,-123.252033,2106.929892494936,-422.98041900146563
pinus nigra,black pine,coniferous,49.259548,-123.251664,2119.775421940516,-390.1120186443443
prunus cerasifera 'pissardii nigra',,deciduous,49.262462,-123.253925,2127.822073344313,-753.3522546042686
Acer palmatum,japanese maple,deciduous,49.262393,-123.254267,2102.2669685067435,-758.3471917375472
chamaecyparis obtusa 'nana',,coniferous,49.268901,-123.257789,2218.2561424519527,-1517.0670470599684
thuja plicata,pacific red-cedar,coniferous,49.268884,-123.257742,2220.3766594672593,-1513.7859079612306
Acer palmatum,japanese maple,deciduous,49.268849,-123.257716,2220.20527420521,-1509.4629480345966
parrotia persica,,deciduous,49.268794,-123.257708,2217.829282029132,-1503.79909099768
tsuga heterophylla,pacific hemlock,coniferous,49.26864,-123.258176,2179.733839816976,-1504.796489234015
thuja plicata 'zebrina',,coniferous,49.268612,-123.258171,2178.583680573278,-1501.8812052295611
pinus thunbergii,black pine,coniferous,49.259982,-123.248102,2371.0036981110024,-310.20565392992864
pinus thunbergii,black pine,coniferous,49.260005,-123.248103,2372.1473711247118,-312.4937057297509
pinus thunbergii,black pine,coniferous,49.259977,-123.248072,2372.665093899124,-308.68462368607277
pinus thunbergii,black pine,coniferous,49.259945,-123.248039,2373.101030906151,-304.4148565121552
pinus thunbergii,black pine,coniferous,49.259944,-123.248012,2374.7800855232185,-303.38888162270416
pinus thunbergii,black pine,coniferous,49.2599,-123.247948,2376.5739691232334,-296.87781127230903
pinus thunbergii,black pine,coniferous,49.259835,-123.247887,2377.072692341336,-288.41213764478914
pinus thunbergii,black pine,coniferous,49.25978,-123.247841,2377.134570001474,-281.44187381489826
pinus thunbergii,black pine,coniferous,49.259766,-123.247811,2378.323362965784,-279.03896786360565
pinus thunbergii,black pine,coniferous,49.259748,-123.24781,2377.4422635854876,-277.2408434084165
pinus thunbergii,black pine,coniferous,49.259706,-123.247772,2377.6737597346732,-271.81935928288294
pinus thunbergii,black pine,coniferous,49.259692,-123.247744,2378.7342925922503,-269.48519267283234
liriodendron tulipifera,tulip-poplar,deciduous,49.259627,-123.247624,2383.016885791377,-258.99169046659495
fagus sylvatica 'dawyck',,deciduous,49.259655,-123.247587,2386.860149751811,-260.4636298467037
fagus sylvatica 'dawyck',,deciduous,49.25987,-123.24702,2434.5135202638803,-262.04328780088133
fagus sylvatica 'dawyck',,deciduous,49.259892,-123.247034,2434.7709238849816,-264.68016782532015
fagus sylvatica 'dawyck',,deciduous,49.260124,-123.247061,2445.2221059372423,-288.3410926312712
fagus sylvatica 'dawyck',,deciduous,49.260181,-123.247109,2445.1369366298736,-295.5760567109869
fagus sylvatica 'dawyck',,deciduous,49.260222,-123.247133,2445.75075515078,-300.4183735765372
fagus sylvatica 'dawyck',,deciduous,49.260068,-123.247179,2434.7138168325323,-286.909380313468
quercus rubra,northern red oak,deciduous,49.267845,-123.255526,2307.8877356826492,-1335.8171740627063
fraxinus angustifolia 'raywood',,deciduous,49.269222,-123.255485,2382.840713414425,-1469.3280615286749
fraxinus angustifolia 'raywood',,deciduous,49.269117,-123.255791,2357.706062480819,-1469.5572786868497
fraxinus angustifolia 'raywood',,deciduous,49.269154,-123.255675,2367.086964636502,-1469.1956400865884
Acer palmatum,japanese maple,deciduous,49.26237,-123.254311,2098.2374277196063,-757.6060452309193
fraxinus americana,american ash,deciduous,49.26261,-123.253994,2131.1704658978974,-770.2253640257439
fraxinus americana,american ash,deciduous,49.262669,-123.254045,2130.9987810820094,-777.7593407915246
carpinus betulus 'fastigiata',,deciduous,49.263351,-123.253417,2207.0887010144484,-822.997241062266
carpinus betulus 'fastigiata',,deciduous,49.263441,-123.253504,2206.236632050469,-834.8060467098368
carpinus betulus 'fastigiata',,deciduous,49.263456,-123.253518,2206.1266854250316,-836.7569944741625
carpinus betulus 'fastigiata',,deciduous,49.263494,-123.253551,2206.0063319094415,-841.6146102031307
carpinus betulus 'fastigiata',,deciduous,49.263511,-123.253568,2205.809053255109,-843.8646389887867
carpinus betulus 'fastigiata',,deciduous,49.263535,-123.253587,2205.8511685390085,-846.8692889937103
carpinus betulus 'fastigiata',,deciduous,49.263558,-123.253599,2206.289639222253,-849.5353509521234
carpinus betulus 'fastigiata',,deciduous,49.263576,-123.253617,2206.080758989921,-851.9177337255077
carpinus betulus 'fastigiata',,deciduous,49.26337,-123.25344,2206.6117041578623,-825.649469260627
carpinus betulus 'fastigiata',,deciduous,49.263407,-123.253481,2205.9258201777416,-830.6840817552697
carpinus betulus 'fastigiata',,deciduous,49.263424,-123.253492,2206.1132884037906,-832.7278782160876
carpinus betulus 'fastigiata',,deciduous,49.263613,-123.253645,2206.2285207073164,-856.5055036269139
carpinus betulus 'fastigiata',,deciduous,49.26363,-123.253654,2206.5442459808164,-858.4805538082597
carpinus betulus 'fastigiata',,deciduous,49.263648,-123.25367,2206.463618742274,-860.7941914913565
carpinus betulus 'fastigiata',,deciduous,49.263665,-123.253685,2206.394596563788,-862.9754744533576
acer platanoides 'crimson king',,deciduous,49.263504,-123.253503,2209.609537284191,-840.9445709337401
acer platanoides 'crimson king',,deciduous,49.263594,-123.253577,2209.5911227844053,-852.3065306610562
carpinus betulus 'fastigiata',,deciduous,49.263595,-123.253632,2206.116774842961,-854.2949821552564
acer platanoides 'crimson king',,deciduous,49.263616,-123.253597,2209.464074762795,-855.1495869032806
acer platanoides 'crimson king',,deciduous,49.263571,-123.253559,2209.5374018855828,-849.4342359939659
acer platanoides 'crimson king',,deciduous,49.26355,-123.253541,2209.5887229529694,-846.7579059534938
fagus sylvatica 'dawyck',,deciduous,49.260095,-123.247203,2434.592466888144,-290.37988337901504
fagus sylvatica 'dawyck',,deciduous,49.260121,-123.247219,2434.9316649569337,-293.4774460953769
fagus sylvatica 'dawyck',,deciduous,49.260144,-123.247238,2434.9209311000773,-296.3841555891926
liquidambar styraciflua,alligator-wood,deciduous,49.260162,-123.247749,2403.0946473551803,-315.71065451174684
liquidambar styraciflua,alligator-wood,deciduous,49.260172,-123.247716,2405.7361306795447,-315.5563236662638
acer plalmatum,,deciduous,49.261524,-123.253048,2134.7974424478234,-631.299423243482
cornus 'eddie's white wonder',,deciduous,49.263589,-123.25507,2113.5905500128315,-903.135178169907
cornus 'eddie's white wonder',,deciduous,49.263577,-123.255109,2110.4594367661857,-903.2999654475184
acer rubrum 'red sunset',,deciduous,49.263694,-123.254682,2143.9855773706727,-900.0864330700329
acer rubrum 'red sunset',,deciduous,49.263774,-123.254751,2143.762759654989,-910.2967027597317
acer rubrum 'red sunset',,deciduous,49.263757,-123.254932,2131.263422829876,-914.8525468185799
acer rubrum 'red sunset',,deciduous,49.263711,-123.254889,2131.6047406138127,-908.8673505654008
prunus yedonensis 'akebono',,deciduous,49.263609,-123.256248,2039.103005739331,-945.5872599940182
pseudotsuga menziesii var. glauca,rocky mountain douglas-fir,coniferous,49.264161,-123.255239,2132.7964768754355,-964.9895940540692
pseudotsuga menziesii var. glauca,rocky mountain douglas-fir,coniferous,49.264213,-123.255281,2132.83447133562,-971.5282932969221
acer rubrum 'red sunset',,deciduous,49.264247,-123.255313,2132.568296429017,-975.9595971228008
acer rubrum 'red sunset',,deciduous,49.264283,-123.255336,2132.98427907743,-980.2775043026818
acer rubrum 'red sunset',,deciduous,49.264319,-123.255361,2133.2720178405407,-984.6641571155297
prunus yedonensis 'akebono',,deciduous,49.263593,-123.256304,2034.6716979191551,-945.9445389472629
prunus yedonensis 'akebono',,deciduous,49.263594,-123.256163,2043.7656623142716,-941.1957293923306
prunus yedonensis 'akebono',,deciduous,49.263574,-123.256218,2039.1883813658505,-941.1267071226489
prunus yedonensis 'akebono',,deciduous,49.263556,-123.256274,2034.6520230409385,-941.2880245431762
Acer rubrum,red maple,deciduous,49.264611,-123.255598,2133.4115761915355,-1021.4210850618497
Acer rubrum,red maple,deciduous,49.264677,-123.255648,2133.671969656201,-1029.606490971863
cryptomeria japonica,japanese red-cedar,coniferous,49.264869,-123.254437,2221.4088478623817,-1006.7937429066576
tsuga heterophylla,pacific hemlock,coniferous,49.26506,-123.256085,2125.767031107607,-1082.1542543289715
cryptomeria japonica,japanese red-cedar,coniferous,49.265066,-123.254549,2224.5738659522276,-1029.9458220728038
cryptomeria japonica,japanese red-cedar,coniferous,49.264902,-123.254408,2225.001620630898,-1009.0303574806723
Acer rubrum,red maple,deciduous,49.264954,-123.255886,2132.9598055415836,-1064.9280218844842
Acer rubrum,red maple,deciduous,49.264783,-123.255751,2132.634814227565,-1043.5329104694088
Acer rubrum,red maple,deciduous,49.264893,-123.255842,2132.5772518101303,-1057.4387694795546
liriodendron tulipifera,tulip-poplar,deciduous,49.259875,-123.246741,2452.6691163034875,-252.9442639867351
liriodendron tulipifera,tulip-poplar,deciduous,49.259908,-123.246677,2458.5064937609022,-253.97823156108757
liriodendron tulipifera,tulip-poplar,deciduous,49.259931,-123.246607,2464.203551095745,-253.82612105505757
liriodendron tulipifera,tulip-poplar,deciduous,49.25995,-123.246527,2470.331889637315,-252.9383811656785
liriodendron tulipifera,tulip-poplar,deciduous,49.259979,-123.246454,2476.5364086301365,-253.2711020437315
liriodendron tulipifera,tulip-poplar,deciduous,49.260005,-123.246399,2481.4290010354857,-253.92850168035477
liriodendron tulipifera,tulip-poplar,deciduous,49.260024,-123.246319,2487.5573343165743,-253.04078276624045
liriodendron tulipifera,tulip-poplar,deciduous,49.260074,-123.246183,2498.90493919256,-253.26605656444406
cornus kousa,japanese dogwood,deciduous,49.260528,-123.246504,2502.1584137723767,-308.78454654225095
cornus kousa,japanese dogwood,deciduous,49.26054,-123.2465,2503.0450763606987,-309.82292090439614
cornus kousa,japanese dogwood,deciduous,49.26046,-123.246424,2503.718226639724,-299.3719501555006
cornus kousa,japanese dogwood,deciduous,49.260447,-123.246453,2501.1757484697946,-299.0947942435074
Acer platanoides,norway maple,deciduous,49.260303,-123.24623,2507.9156793798365,-277.32049650792135
chamaecyparis pisfora,,coniferous,49.26502,-123.25438,2232.9945941760234,-1019.6298073353533
acer platanoides 'crimson king',,deciduous,49.263526,-123.253522,2209.5466091219137,-843.7532561190601
acer platanoides 'crimson king',,deciduous,49.263458,-123.253464,2209.694481955444,-835.0968626133067
liriodendron tulipifera,tulip-poplar,deciduous,49.259933,-123.24812,2367.276170173293,-306.02299237006264
liriodendron tulipifera,tulip-poplar,deciduous,49.259915,-123.248031,2372.0386928986804,-301.2003104107613
liriodendron tulipifera,tulip-poplar,deciduous,49.259881,-123.247956,2375.0631629113523,-295.291031575754
liriodendron tulipifera,tulip-poplar,deciduous,49.260858,-123.251186,2219.2277152726,-502.0407602552573
liriodendron tulipifera,tulip-poplar,deciduous,49.26082,-123.251198,2216.4625039329935,-498.7298308998777
liriodendron tulipifera,tulip-poplar,deciduous,49.259838,-123.247922,2374.985599634267,-289.90904383831014
liriodendron tulipifera,tulip-poplar,deciduous,49.259801,-123.247894,2374.838324269419,-285.3211925715399
cornus 'eddie's white wonder',,deciduous,49.263603,-123.255038,2116.37783779086,-903.4069693033985
prunus yedonensis 'akebono',,deciduous,49.263682,-123.256307,2039.1539593590455,-954.767930966607
prunus yedonensis 'akebono',,deciduous,49.263664,-123.256217,2043.9796509353484,-949.9105874881656
prunus yedonensis 'akebono',,deciduous,49.263645,-123.256279,2039.0060335775622,-950.1801671632167
prunus yedonensis 'akebono',,deciduous,49.263625,-123.256328,2034.813497769634,-949.9049032032995
prunus yedonensis 'akebono',,deciduous,49.263627,-123.256189,2043.8317312781762,-945.3228231835279
fraxinus americana,american ash,deciduous,49.263308,-123.254569,2130.958244749353,-858.3813342143508
fraxinus americana,american ash,deciduous,49.26336,-123.254616,2130.6755105240954,-865.0919236971394
fraxinus americana,american ash,deciduous,49.263415,-123.254662,2130.6144737822497,-872.0620835686437
cornus 'eddie's white wonder',,deciduous,49.263656,-123.254883,2129.100769306665,-903.2721272882119
cornus 'eddie's white wonder',,deciduous,49.263642,-123.254921,2125.9287389483284,-903.2065687447011
cornus 'eddie's white wonder',,deciduous,49.263632,-123.254957,2123.0950451457084,-903.4641915011932
quercus garryana,garry oak,deciduous,49.260534,-123.247722,2424.360963182893,-351.233630036696
magnolia grandiflora,bull bay,deciduous,49.259909,-123.247489,2406.4833238333044,-281.9839887296388
hamamelis,witch-hazel,deciduous,49.260298,-123.246609,2483.346942570551,-289.85616101017445
hamamelis,witch-hazel,deciduous,49.260389,-123.246687,2483.123163088635,-301.45373747065094
hamamelis,witch-hazel,deciduous,49.260477,-123.246754,2483.447322527372,-312.3792945276049
cornus kousa,japanese dogwood,deciduous,49.260573,-123.246543,2502.0202694776426,-314.5343354866558
cornus kousa,japanese dogwood,deciduous,49.260527,-123.246527,2500.6308650260144,-309.4770293758453
hamamelis,witch-hazel,deciduous,49.260142,-123.246671,2471.178959645086,-276.70101308737947
magnolia grandiflora,bull bay,deciduous,49.260176,-123.246674,2472.7719501709817,-280.135682381254
magnolia grandiflora,bull bay,deciduous,49.260197,-123.246673,2473.9388222584726,-282.1590440345025
magnolia grandiflora,bull bay,deciduous,49.260241,-123.246658,2477.211309929834,-285.9549500966813
hamamelis,witch-hazel,deciduous,49.260264,-123.246894,2463.283851337677,-296.31966080140114
hamamelis,witch-hazel,deciduous,49.260302,-123.246825,2469.7044179662294,-297.67172578561076
hamamelis,witch-hazel,deciduous,49.260313,-123.246754,2474.8354333747966,-296.30940948050863
